date,store_id,cat_id,sales,detrended_sales
2011-03-22,TX_1,FOODS,2800.49,-850.192628098453
2011-03-23,TX_1,FOODS,2716.85,-933.8202180133321
2011-03-24,TX_1,FOODS,2879.23,-771.4278079282117
2011-03-25,TX_1,FOODS,2915.94,-734.7053978430909
2011-03-26,TX_1,FOODS,3774.77,124.13701224202987
2011-03-27,TX_1,FOODS,4428.66,778.0394223271501
2011-03-28,TX_1,FOODS,2898.23,-752.378167587729
2011-03-29,TX_1,FOODS,2703.51,-947.0857575026084
2011-03-30,TX_1,FOODS,2694.68,-955.903347417488
2011-03-31,TX_1,FOODS,2671.67,-978.900937332367
2011-04-01,TX_1,FOODS,4154.01,503.4514727527535
2011-04-02,TX_1,FOODS,4189.61,539.0638828378737
2011-04-03,TX_1,FOODS,4789.81,1139.2762929229948
2011-04-04,TX_1,FOODS,3337.22,-313.301296991885
2011-04-05,TX_1,FOODS,3983.45,332.9411130932358
2011-04-06,TX_1,FOODS,3628.76,-21.736476821643464
2011-04-07,TX_1,FOODS,3914.32,263.8359332634773
2011-04-08,TX_1,FOODS,3584.55,-65.92165665140192
2011-04-09,TX_1,FOODS,5022.85,1372.3907534337186
2011-04-10,TX_1,FOODS,4903.23,1252.7831635188386
2011-04-11,TX_1,FOODS,4055.29,404.85557360395933
2011-04-12,TX_1,FOODS,4296.46,646.0379836890802
2011-04-13,TX_1,FOODS,3858.9,208.49039377420104
2011-04-14,TX_1,FOODS,3163.74,-486.65719614067893
2011-04-15,TX_1,FOODS,4008.39,358.00521394444195
2011-04-16,TX_1,FOODS,4488.14,837.7676240295632
2011-04-17,TX_1,FOODS,4508.33,857.9700341146831
2011-04-18,TX_1,FOODS,3300.54,-349.80755580019604
2011-04-19,TX_1,FOODS,3091.63,-558.7051457150756
2011-04-20,TX_1,FOODS,2843.33,-806.992735629955
2011-04-21,TX_1,FOODS,2964.78,-685.5303255448339
2011-04-22,TX_1,FOODS,3458.35,-191.94791545971384
2011-04-23,TX_1,FOODS,4293.11,642.8244946254067
2011-04-24,TX_1,FOODS,4079.7,429.42690471052765
2011-04-25,TX_1,FOODS,2749.95,-900.310685204352
2011-04-26,TX_1,FOODS,2659.14,-991.1082751192312
2011-04-27,TX_1,FOODS,2425.32,-1224.9158650341105
2011-04-28,TX_1,FOODS,2132.04,-1518.18345494899
2011-04-29,TX_1,FOODS,2849.33,-800.8810448638692
2011-04-30,TX_1,FOODS,3561.22,-88.97863477874898
2011-05-01,TX_1,FOODS,4933.17,1282.983775306372
2011-05-02,TX_1,FOODS,3043.98,-606.1938146085072
2011-05-03,TX_1,FOODS,3682.08,31.918595476613064
2011-05-04,TX_1,FOODS,2680.66,-969.4889944382662
2011-05-05,TX_1,FOODS,3502.48,-147.65658435314572
2011-05-06,TX_1,FOODS,5524.79,1874.665825731975
2011-05-07,TX_1,FOODS,4693.59,1043.478235817096
2011-05-08,TX_1,FOODS,3548.13,-101.96935409778371
2011-05-09,TX_1,FOODS,4031.75,381.663055987337
2011-05-10,TX_1,FOODS,3560.05,-90.02453392754205
2011-05-11,TX_1,FOODS,3061.04,-589.0221238424219
2011-05-12,TX_1,FOODS,3407.58,-242.46971375730118
2011-05-13,TX_1,FOODS,4224.42,574.3826963278193
2011-05-14,TX_1,FOODS,4077.11,427.08510641294015
2011-05-15,TX_1,FOODS,5071.82,1421.8075164980605
2011-05-16,TX_1,FOODS,3647.55,-2.450073416818668
2011-05-17,TX_1,FOODS,3348.94,-301.047663331698
2011-05-18,TX_1,FOODS,2669.4,-980.5752532465772
2011-05-19,TX_1,FOODS,2845.08,-804.882843161457
2011-05-20,TX_1,FOODS,3183.92,-466.03043307633607
2011-05-21,TX_1,FOODS,3768.73,118.79197700878422
2011-05-22,TX_1,FOODS,4008.41,358.48438709390484
2011-05-23,TX_1,FOODS,2904.74,-745.1732028209744
2011-05-24,TX_1,FOODS,2528.96,-1120.9407927358538
2011-05-25,TX_1,FOODS,2951.85,-698.0383826507332
2011-05-26,TX_1,FOODS,2875.64,-774.2359725656129
2011-05-27,TX_1,FOODS,2889.56,-760.303562480492
2011-05-28,TX_1,FOODS,3637.92,-11.9311523953711
2011-05-29,TX_1,FOODS,3751.49,101.65125768974895
2011-05-30,TX_1,FOODS,3173.31,-476.5163322251301
2011-05-31,TX_1,FOODS,2686.63,-963.1839221400091
2011-06-01,TX_1,FOODS,4003.09,353.2884879451112
2011-06-02,TX_1,FOODS,3315.33,-334.4591019697682
2011-06-03,TX_1,FOODS,4133.83,484.05330811535214
2011-06-04,TX_1,FOODS,4114.05,464.2857182004732
2011-06-05,TX_1,FOODS,4810.4800000000005,1160.7281282855943
2011-06-06,TX_1,FOODS,4176.95,527.210538370714
2011-06-07,TX_1,FOODS,4304.93,655.2029484558352
2011-06-08,TX_1,FOODS,3420.66,-229.05464145904443
2011-06-09,TX_1,FOODS,3994.77,345.06776862607603
2011-06-10,TX_1,FOODS,3702.69,53.000178711196895
2011-06-11,TX_1,FOODS,4695.8,1046.1225887963174
2011-06-12,TX_1,FOODS,5132.67,1483.004998881438
2011-06-13,TX_1,FOODS,4229.35,579.6974089665591
2011-06-14,TX_1,FOODS,3683.54,33.89981905167906
2011-06-15,TX_1,FOODS,4100.66,451.03222913679974
2011-06-16,TX_1,FOODS,3380.37,-269.24536077807943
2011-06-17,TX_1,FOODS,3651.55,1.9470493070411976
2011-06-18,TX_1,FOODS,4397.45,747.8594593921616
2011-06-19,TX_1,FOODS,4393.87,744.291869477282
2011-06-20,TX_1,FOODS,3685.88,36.314279562403044
2011-06-21,TX_1,FOODS,3147.49,-502.0633103524765
2011-06-22,TX_1,FOODS,2456.27,-1193.270900267356
2011-06-23,TX_1,FOODS,3326.29,-323.2384901822352
2011-06-24,TX_1,FOODS,3415.54,-233.9760800971144
2011-06-25,TX_1,FOODS,3961.57,312.06632998800615
2011-06-26,TX_1,FOODS,4250.31,600.8187400731272
2011-06-27,TX_1,FOODS,3423.76,-225.71884984175267
2011-06-28,TX_1,FOODS,2948.85,-700.6164397566322
2011-06-29,TX_1,FOODS,2690.51,-958.9440296715111
2011-06-30,TX_1,FOODS,2868.87,-780.5716195863911
2011-07-01,TX_1,FOODS,4557.6,908.1707904987302
2011-07-02,TX_1,FOODS,4342.95,693.5332005838504
2011-07-03,TX_1,FOODS,4707.08,1057.6756106689709
2011-07-04,TX_1,FOODS,3622.65,-26.74197924590817
2011-07-05,TX_1,FOODS,3916.08,266.700430839212
2011-07-06,TX_1,FOODS,4304.63,655.262840924333
2011-07-07,TX_1,FOODS,4463.17,813.8152510094537
2011-07-08,TX_1,FOODS,3800.71,151.36766109457403
2011-07-09,TX_1,FOODS,4834.93,1185.600071179695
2011-07-10,TX_1,FOODS,4613.95,964.6324812648154
2011-07-11,TX_1,FOODS,4641.58,992.2748913499358
2011-07-12,TX_1,FOODS,4314.38,665.0873014350568
2011-07-13,TX_1,FOODS,4740.56,1091.2797115201774
2011-07-14,TX_1,FOODS,3473.97,-175.29787839470237
2011-07-15,TX_1,FOODS,4862.83,1213.5745316904186
2011-07-16,TX_1,FOODS,4789.17,1139.926941775539
2011-07-17,TX_1,FOODS,5066.0,1416.7693518606598
2011-07-18,TX_1,FOODS,3504.01,-145.20823805421924
2011-07-19,TX_1,FOODS,3325.34,-323.865827969099
2011-07-20,TX_1,FOODS,3155.4,-493.79341788397824
2011-07-21,TX_1,FOODS,3427.86,-221.32100779885786
2011-07-22,TX_1,FOODS,3711.09,61.921402286262946
2011-07-23,TX_1,FOODS,4284.99,635.8338123713834
2011-07-24,TX_1,FOODS,4416.85,767.7062224565043
2011-07-25,TX_1,FOODS,3406.91,-242.22136745837543
2011-07-26,TX_1,FOODS,3310.44,-338.6789573732549
2011-07-27,TX_1,FOODS,2989.43,-659.6765472881343
2011-07-28,TX_1,FOODS,3010.18,-638.9141372030135
2011-07-29,TX_1,FOODS,3369.14,-279.94172711789315
2011-07-30,TX_1,FOODS,3381.57,-267.49931703277207
2011-07-31,TX_1,FOODS,4249.8,600.7430930523487
2011-08-01,TX_1,FOODS,4561.39,912.3455031374692
2011-08-02,TX_1,FOODS,3474.32,-174.71208677741015
2011-08-03,TX_1,FOODS,4341.47,692.4503233077103
2011-08-04,TX_1,FOODS,3387.44,-261.56726660716913
2011-08-05,TX_1,FOODS,4255.55,606.5551434779518
2011-08-06,TX_1,FOODS,5742.59,2093.607553563072
2011-08-07,TX_1,FOODS,5831.62,2182.6499636481926
2011-08-08,TX_1,FOODS,3742.16,93.20237373331338
2011-08-09,TX_1,FOODS,4454.36,805.4147838184335
2011-08-10,TX_1,FOODS,3534.6,-114.33280609644544
2011-08-11,TX_1,FOODS,4278.79,629.869603988675
2011-08-12,TX_1,FOODS,4922.61,1273.7020140737955
2011-08-13,TX_1,FOODS,6553.7,2904.8044241589164
2011-08-14,TX_1,FOODS,5372.22,1723.3368342440372
2011-08-15,TX_1,FOODS,4909.2,1260.3292443291575
2011-08-16,TX_1,FOODS,4196.84,547.9816544142786
2011-08-17,TX_1,FOODS,4029.64,380.7940644993987
2011-08-18,TX_1,FOODS,4006.16,357.3264745845195
2011-08-19,TX_1,FOODS,4158.9800000000005,510.15888466964043
2011-08-20,TX_1,FOODS,5616.7,1967.8912947547606
2011-08-21,TX_1,FOODS,6630.33,2981.5337048398815
2011-08-22,TX_1,FOODS,4420.08,771.2961149250018
2011-08-23,TX_1,FOODS,3510.41,-138.36147498987748
2011-08-24,TX_1,FOODS,3614.91,-33.84906490475669
2011-08-25,TX_1,FOODS,3168.48,-480.2666548196362
2011-08-26,TX_1,FOODS,3170.9,-477.8342447345153
2011-08-27,TX_1,FOODS,4692.19,1043.4681653506045
2011-08-28,TX_1,FOODS,5115.2,1466.4905754357255
2011-08-29,TX_1,FOODS,3399.53,-249.1670144791533
2011-08-30,TX_1,FOODS,3086.35,-562.3346043940332
2011-08-31,TX_1,FOODS,3316.52,-332.1521943089124
2011-09-01,TX_1,FOODS,4974.1,1325.4402157762088
2011-09-02,TX_1,FOODS,4023.58,374.9326258613287
2011-09-03,TX_1,FOODS,5695.34,2046.7050359464497
2011-09-04,TX_1,FOODS,4376.17,727.54744603157
2011-09-05,TX_1,FOODS,5034.12,1385.5098561166906
2011-09-06,TX_1,FOODS,4053.02,404.42226620181145
2011-09-07,TX_1,FOODS,4701.31,1052.7246762869322
2011-09-08,TX_1,FOODS,3414.02,-234.55291362794742
2011-09-09,TX_1,FOODS,4554.66,906.0994964571732
2011-09-10,TX_1,FOODS,5083.6900000000005,1435.1419065422942
2011-09-11,TX_1,FOODS,6150.91,2502.3743166274144
2011-09-12,TX_1,FOODS,4770.19,1121.6667267125345
2011-09-13,TX_1,FOODS,4955.78,1307.2691367976554
2011-09-14,TX_1,FOODS,4124.17,475.6715468827765
2011-09-15,TX_1,FOODS,5020.12,1371.6339569678967
2011-09-16,TX_1,FOODS,4679.92,1031.4463670530176
2011-09-17,TX_1,FOODS,5251.99,1603.5287771381377
2011-09-18,TX_1,FOODS,4943.55,1295.1011872232589
2011-09-19,TX_1,FOODS,3810.87,162.43359730837938
2011-09-20,TX_1,FOODS,3577.19,-71.23399260650012
2011-09-21,TX_1,FOODS,3364.03,-284.3815825213792
2011-09-22,TX_1,FOODS,3298.04,-350.35917243625863
2011-09-23,TX_1,FOODS,3431.68,-216.70676235113842
2011-09-24,TX_1,FOODS,4850.66,1202.2856477339824
2011-09-25,TX_1,FOODS,5262.41,1614.0480578191027
2011-09-26,TX_1,FOODS,3764.6,116.25046790422357
2011-09-27,TX_1,FOODS,3254.43,-393.9071220106557
2011-09-28,TX_1,FOODS,2742.76,-905.564711925535
2011-09-29,TX_1,FOODS,2892.59,-755.7223018404143
2011-09-30,TX_1,FOODS,3737.44,89.14010824470643
2011-10-01,TX_1,FOODS,6140.41,2492.1225183298266
2011-10-02,TX_1,FOODS,5518.24,1869.9649284149473
2011-10-03,TX_1,FOODS,4730.9,1082.6373385000675
2011-10-04,TX_1,FOODS,3795.77,147.5197485851886
2011-10-05,TX_1,FOODS,4634.96,986.7221586703095
2011-10-06,TX_1,FOODS,4263.25,615.0245687554298
2011-10-07,TX_1,FOODS,4740.36,1092.1469788405502
2011-10-08,TX_1,FOODS,5273.45,1625.2493889256712
2011-10-09,TX_1,FOODS,5515.49,1867.3017990107915
2011-10-10,TX_1,FOODS,4615.3,967.1242090959126
2011-10-11,TX_1,FOODS,4498.22,850.056619181033
2011-10-12,TX_1,FOODS,4643.58,995.4290292661535
2011-10-13,TX_1,FOODS,4462.37,814.2314393512743
2011-10-14,TX_1,FOODS,4414.54,766.4138494363947
2011-10-15,TX_1,FOODS,6403.61,2755.496259521515
2011-10-16,TX_1,FOODS,5868.54,2220.4386696066363
2011-10-17,TX_1,FOODS,4422.7,774.6110796917565
2011-10-18,TX_1,FOODS,3695.31,47.23348977687738
2011-10-19,TX_1,FOODS,3475.28,-172.78410013800203
2011-10-20,TX_1,FOODS,3030.35,-617.7016900528815
2011-10-21,TX_1,FOODS,3607.02,-41.01927996776067
2011-10-22,TX_1,FOODS,4244.09,596.0631301173598
2011-10-23,TX_1,FOODS,4720.58,1072.5655402024804
2011-10-24,TX_1,FOODS,3356.41,-291.5920497123989
2011-10-25,TX_1,FOODS,3022.7,-625.2896396272786
2011-10-26,TX_1,FOODS,3336.44,-311.53722954215755
2011-10-27,TX_1,FOODS,2961.23,-686.7348194570372
2011-10-28,TX_1,FOODS,3456.81,-191.14240937191653
2011-10-29,TX_1,FOODS,4325.06,677.1200007132047
2011-10-30,TX_1,FOODS,4628.35,980.422410798325
2011-10-31,TX_1,FOODS,3242.83,-405.0851791165546
2011-11-01,TX_1,FOODS,4283.68,635.7772309685665
2011-11-02,TX_1,FOODS,3104.47,-543.4203589463136
2011-11-03,TX_1,FOODS,3556.05,-91.82794886119245
2011-11-04,TX_1,FOODS,3001.06,-646.8055387760724
2011-11-05,TX_1,FOODS,5458.39,1810.5368713090488
2011-11-06,TX_1,FOODS,5514.38,1866.5392813941694
2011-11-07,TX_1,FOODS,4574.84,927.0116914792898
2011-11-08,TX_1,FOODS,3580.13,-67.68589843558948
2011-11-09,TX_1,FOODS,4120.85,473.04651164953157
2011-11-10,TX_1,FOODS,3552.47,-95.32107826534866
2011-11-11,TX_1,FOODS,3918.47,270.69133181977213
2011-11-12,TX_1,FOODS,5439.07,1791.3037419048924
2011-11-13,TX_1,FOODS,6092.46,2444.7061519900135
2011-11-14,TX_1,FOODS,4259.03,611.288562075134
2011-11-15,TX_1,FOODS,4688.45,1040.7209721602544
2011-11-16,TX_1,FOODS,3705.78,58.06338224537558
2011-11-17,TX_1,FOODS,3687.65,39.945792330495806
2011-11-18,TX_1,FOODS,3672.22,24.528202415616306
2011-11-19,TX_1,FOODS,4466.75,819.0706125007373
2011-11-20,TX_1,FOODS,4779.1,1131.433022585858
2011-11-21,TX_1,FOODS,3608.61,-39.04456732902145
2011-11-22,TX_1,FOODS,3760.8,113.1578427560994
2011-11-23,TX_1,FOODS,5122.89,1475.2602528412199
2011-11-24,TX_1,FOODS,3917.56,269.9426629263403
2011-11-25,TX_1,FOODS,2978.63,-668.9749269885392
2011-11-26,TX_1,FOODS,3199.71,-447.8825169034185
2011-11-27,TX_1,FOODS,3724.32,76.73989318170243
2011-11-28,TX_1,FOODS,3163.55,-484.0176967331772
2011-11-29,TX_1,FOODS,2990.19,-657.3652866480566
2011-11-30,TX_1,FOODS,3022.32,-625.2228765629357
2011-12-01,TX_1,FOODS,4031.24,383.7095335221843
2011-12-02,TX_1,FOODS,3728.66,81.14194360730517
2011-12-03,TX_1,FOODS,5462.67,1815.1643536924257
2011-12-04,TX_1,FOODS,4970.23,1322.736763777546
2011-12-05,TX_1,FOODS,4676.09,1028.6091738626674
2011-12-06,TX_1,FOODS,4636.33,988.8615839477875
2011-12-07,TX_1,FOODS,4269.27,621.8139940329088
2011-12-08,TX_1,FOODS,3260.93,-386.513595881971
2011-12-09,TX_1,FOODS,4370.74,723.3088142031493
2011-12-10,TX_1,FOODS,4573.57,926.15122428827
2011-12-11,TX_1,FOODS,6399.92,2752.5136343733907
2011-12-12,TX_1,FOODS,4685.9,1038.506044458511
2011-12-13,TX_1,FOODS,5007.15,1359.7684545436318
2011-12-14,TX_1,FOODS,4376.84,729.4708646287527
2011-12-15,TX_1,FOODS,5442.6,1795.2432747138737
2011-12-16,TX_1,FOODS,4364.73,717.3856847989937
2011-12-17,TX_1,FOODS,5044.59,1397.2580948841146
2011-12-18,TX_1,FOODS,4489.8,842.4805049692354
2011-12-19,TX_1,FOODS,3962.66,315.35291505435544
2011-12-20,TX_1,FOODS,3843.41,196.11532513947623
2011-12-21,TX_1,FOODS,3821.75,174.46773522459716
2011-12-22,TX_1,FOODS,4153.19,505.9201453097171
2011-12-23,TX_1,FOODS,5116.51,1469.2525553948385
2011-12-24,TX_1,FOODS,5358.52,1711.2749654799595
2011-12-25,TX_1,FOODS,0.0,-3647.2326244349206
2011-12-26,TX_1,FOODS,4573.1,925.8797856502006
2011-12-27,TX_1,FOODS,3649.6,2.392195735320456
2011-12-28,TX_1,FOODS,3482.41,-164.7853941795588
2011-12-29,TX_1,FOODS,3460.31,-186.87298409443792
2011-12-30,TX_1,FOODS,4377.43,730.2594259906828
2011-12-31,TX_1,FOODS,5141.41,1494.251836075803
2012-01-01,TX_1,FOODS,4286.29,639.144246160924
2012-01-02,TX_1,FOODS,4377.51,730.3766562460446
2012-01-03,TX_1,FOODS,4441.05,793.9290663311654
2012-01-04,TX_1,FOODS,3617.45,-29.65852358371467
2012-01-05,TX_1,FOODS,4202.9,555.8038865014059
2012-01-06,TX_1,FOODS,4958.01,1310.9262965865273
2012-01-07,TX_1,FOODS,5692.88,2045.8087066716475
2012-01-08,TX_1,FOODS,5835.55,2188.4911167567684
2012-01-09,TX_1,FOODS,3716.53,69.48352684188922
2012-01-10,TX_1,FOODS,3965.98,318.94593692700937
2012-01-11,TX_1,FOODS,4728.81,1081.7883470121305
2012-01-12,TX_1,FOODS,4252.36,605.3507570972502
2012-01-13,TX_1,FOODS,5090.79,1443.7931671823712
2012-01-14,TX_1,FOODS,5344.01,1697.0255772674923
2012-01-15,TX_1,FOODS,6238.53,2591.557987352612
2012-01-16,TX_1,FOODS,4963.05,1316.0903974377334
2012-01-17,TX_1,FOODS,3437.68,-209.26719247714664
2012-01-18,TX_1,FOODS,3499.76,-147.17478239202546
2012-01-19,TX_1,FOODS,3699.94,53.017627693095164
2012-01-20,TX_1,FOODS,3869.41,222.5000377782153
2012-01-21,TX_1,FOODS,5064.21,1417.3124478633363
2012-01-22,TX_1,FOODS,4643.19,996.3048579484566
2012-01-23,TX_1,FOODS,3607.13,-39.742731966422525
2012-01-24,TX_1,FOODS,3002.42,-644.4403218813018
2012-01-25,TX_1,FOODS,2776.64,-870.2079117961816
2012-01-26,TX_1,FOODS,3260.03,-386.8055017110605
2012-01-27,TX_1,FOODS,3664.6,17.776908374059985
2012-01-28,TX_1,FOODS,4204.29,557.4793184591804
2012-01-29,TX_1,FOODS,4741.39,1094.5917285443015
2012-01-30,TX_1,FOODS,3705.93,59.14413862942183
2012-01-31,TX_1,FOODS,3116.46,-530.3134512854576
2012-02-01,TX_1,FOODS,4840.91,1194.148958799663
2012-02-02,TX_1,FOODS,3669.68,22.931368884783296
2012-02-03,TX_1,FOODS,4762.84,1116.1037789699044
2012-02-04,TX_1,FOODS,5458.15,1811.4261890550247
2012-02-05,TX_1,FOODS,6760.04,3113.3285991401453
2012-02-06,TX_1,FOODS,4638.65,991.9510092252658
2012-02-07,TX_1,FOODS,4658.84,1012.1534193103871
2012-02-08,TX_1,FOODS,3796.49,149.81582939550708
2012-02-09,TX_1,FOODS,4180.85,534.1882394806285
2012-02-10,TX_1,FOODS,3889.72,243.07064956574823
2012-02-11,TX_1,FOODS,5618.84,1972.2030596508694
2012-02-12,TX_1,FOODS,6653.67,3007.04546973599
2012-02-13,TX_1,FOODS,5586.45,1939.8378798211102
2012-02-14,TX_1,FOODS,3990.71,344.1102899062312
2012-02-15,TX_1,FOODS,4310.9,664.3126999913516
2012-02-16,TX_1,FOODS,3561.48,-85.09488992352772
2012-02-17,TX_1,FOODS,3559.24,-87.32247983840716
2012-02-18,TX_1,FOODS,4681.92,1035.3699302467135
2012-02-19,TX_1,FOODS,6000.72,2354.1823403318344
2012-02-20,TX_1,FOODS,4510.77,864.2447504169554
2012-02-21,TX_1,FOODS,3584.34,-62.17283949792454
2012-02-22,TX_1,FOODS,3723.0,76.4995705871961
2012-02-23,TX_1,FOODS,3753.25,106.7619806723169
2012-02-24,TX_1,FOODS,4128.61,482.1343907574369
2012-02-25,TX_1,FOODS,4534.64,888.1768008425584
2012-02-26,TX_1,FOODS,5504.11,1857.659210927678
2012-02-27,TX_1,FOODS,3905.35,258.91162101279906
2012-02-28,TX_1,FOODS,3653.55,7.124031097920124
2012-02-29,TX_1,FOODS,3516.04,-130.37355881695976
2012-03-01,TX_1,FOODS,4861.68,1215.2788512681614
2012-03-02,TX_1,FOODS,4542.94,896.5512613532815
2012-03-03,TX_1,FOODS,5680.07,2033.693671438402
2012-03-04,TX_1,FOODS,6221.61,2575.2460815235227
2012-03-05,TX_1,FOODS,5139.82,1493.468491608643
2012-03-06,TX_1,FOODS,4936.67,1290.3309016937642
2012-03-07,TX_1,FOODS,4430.19,783.8633117788845
2012-03-08,TX_1,FOODS,4451.26,804.9457218640055
2012-03-09,TX_1,FOODS,4624.68,978.3781319491263
2012-03-10,TX_1,FOODS,5698.76,2052.4705420342466
2012-03-11,TX_1,FOODS,6414.36,2768.082952119367
2012-03-12,TX_1,FOODS,6078.57,2432.3053622044877
2012-03-13,TX_1,FOODS,5987.58,2341.327772289608
2012-03-14,TX_1,FOODS,4974.94,1328.7001823747287
2012-03-15,TX_1,FOODS,5673.76,2027.53259245985
2012-03-16,TX_1,FOODS,5370.03,1723.81500254497
2012-03-17,TX_1,FOODS,5369.75,1723.547412630091
2012-03-18,TX_1,FOODS,6385.86,2739.669822715211
2012-03-19,TX_1,FOODS,4430.99,784.8122328003319
2012-03-20,TX_1,FOODS,4118.59,472.42464288545307
2012-03-21,TX_1,FOODS,4034.26,388.1070529705735
2012-03-22,TX_1,FOODS,3552.78,-93.36053694430575
2012-03-23,TX_1,FOODS,4388.42,742.2918731408149
2012-03-24,TX_1,FOODS,5298.8,1652.6842832259354
2012-03-25,TX_1,FOODS,5729.58,2083.476693311056
2012-03-26,TX_1,FOODS,4423.46,777.3691033961763
2012-03-27,TX_1,FOODS,3853.74,207.66151348129688
2012-03-28,TX_1,FOODS,3557.64,-88.42607643358224
2012-03-29,TX_1,FOODS,3458.85,-187.20366634846187
2012-03-30,TX_1,FOODS,4101.74,455.6987437366588
2012-03-31,TX_1,FOODS,4764.24,1118.2111538217796
2012-04-01,TX_1,FOODS,6901.63,3255.6135639069003
2012-04-02,TX_1,FOODS,4149.77,503.7659739920214
2012-04-03,TX_1,FOODS,5445.93,1799.9383840771416
2012-04-04,TX_1,FOODS,4265.41,619.4307941622619
2012-04-05,TX_1,FOODS,5144.72,1498.753204247383
2012-04-06,TX_1,FOODS,6531.68,2885.7256143325035
2012-04-07,TX_1,FOODS,8212.22,4566.278024417623
2012-04-08,TX_1,FOODS,8057.01,4411.0804345027445
2012-04-09,TX_1,FOODS,4877.42,1231.5028445878652
2012-04-10,TX_1,FOODS,4309.61,663.7052546729856
2012-04-11,TX_1,FOODS,5017.4800000000005,1371.5876647581067
2012-04-12,TX_1,FOODS,5284.84,1638.9600748432272
2012-04-13,TX_1,FOODS,5656.37,2010.5024849283477
2012-04-14,TX_1,FOODS,6104.81,2458.9548950134686
2012-04-15,TX_1,FOODS,7137.9800000000005,3492.1373050985894
2012-04-16,TX_1,FOODS,4662.85,1017.0197151837101
2012-04-17,TX_1,FOODS,4530.85,885.0321252688304
2012-04-18,TX_1,FOODS,4230.63,584.824535353951
2012-04-19,TX_1,FOODS,4081.17,435.3769454390713
2012-04-20,TX_1,FOODS,3502.27,-143.51064447580802
2012-04-21,TX_1,FOODS,5616.81,1971.0417656093132
2012-04-22,TX_1,FOODS,6026.18,2380.4241756944334
2012-04-23,TX_1,FOODS,4435.84,790.0965857795541
2012-04-24,TX_1,FOODS,4245.08,599.3489958646746
2012-04-25,TX_1,FOODS,4045.76,400.04140594979526
2012-04-26,TX_1,FOODS,3859.43,213.72381603491567
2012-04-27,TX_1,FOODS,3772.64,126.94622612003604
2012-04-28,TX_1,FOODS,5645.13,1999.448636205157
